english,ga
I heard that the Ghana Armwrestling Federation is collaborating with the Ghana Prisons Service. What's the purpose of this partnership?,Minu akɛ Ghana Nineshi Nibii Ahe Nitsumɔhe lɛ kɛ Ghana Gboklɛfoi Anitsumɔhe lɛ efee ekome. Mɛni ji yiŋtoo ni yɔɔ nɛkɛ tsakpaa nɛɛ sɛɛ?
What is the purpose of the second Chocolate Day launched by the Ministry of Tourism and Diasporan Relations?,Mɛni ji yiŋtoo ni yɔɔ Chocolate Gbi ni ji enyɔ ni Shisharamɔ kɛ Maŋsɛɛbii Ahe Nitsumɔhe lɛ je shishi lɛ sɛɛ?
I heard that James Gyakye Quayson won the by-election in Assin North. Can you provide more context about this event?,Mi nu akɛ James Giaki Kuison ye kunim yɛ oshikifɔɔ bibioo ni tee nɔ yɛ Asin Kooyigbɛ lɛ mli. Ani obaanyɛ okɛ saji krokomɛi ni kɔɔ nifeemɔ nɛɛ he aha?
I'm interested in learning more about breast cancer in Ghana. What are some key statistics or findings from research studies?,Miyɛ he miishɛɛ akɛ makase nu mli kansa he nii babaoo yɛ Ghana. Mɛni ji akɔntaabuu loo nibii titrii komɛi ni ana yɛ niiamlitaomɔ mli nikasemɔi amli?
I'm interested in learning more about financial literacy among health workers in Ghana. Can you tell me about a recent study on this topic?,Miyɛ he miishɛɛ akɛ makase shika he nikasemɔ babaoo yɛ helatsamɔ he nitsulɔi ni yɔɔ Ghana lɛ ateŋ. Ani obaanyɛ okɛɛ mi nikasemɔ ko ni afee nyɛsɛɛ nɛɛ yɛ saneyitso nɛɛ he?
I'm interested in learning about the factors that affect the decay of free chlorine in water distribution systems. Can you tell me more about the relationship between pipe diameter and chlorine decay?,Miyɛ nibii ni saa chlorine ni fiteɔ ni aheee nɔ ko yɛ nu mlijaa gbɛjianɔtoi amli lɛ he miishɛɛ. Ani obaanyɛ okɛɛ mi wekukpaa ni kã paipii lɛ mli ŋta kɛ klorin ni fiteɔ lɛ teŋ lɛ he saji babaoo?
I came across a study on chronic health conditions in Ghana. Can you tell me more about the challenges patients with chronic health conditions face in managing their conditions?,Mikɛ nikasemɔ ko ni kɔɔ helai ni ehiii tsamɔ he lɛ kpe yɛ Ghana. Ani obaanyɛ okɛɛ mi naagbai ni helatsɛmɛi ni yɔɔ helai ni ehiii tsamɔ kɛkpeɔ yɛ amɛhela lɛ nɔkwɛmɔ mli lɛ he saji babaoo?
I'm interested in learning about the primer/probe preparation for 1014F assays. Can you walk me through the process?,Miyɛ primer/probe hesaamɔ kɛha 1014F kaai lɛ ahe miishɛɛ. Ani obaanyɛ otsɔɔ mi gbɛjianɔtoo lɛ mli?
"What are some of the discrepancies found in the two thousand and twenty Auditor-General's report, according to Joseph Winful?","Taakɛ Joseph Winfull tsɔɔ lɛ, mɛni ji srɔtofeemɔi komɛi ni ana yɛ Akɔntaabuu He Nitsulɔ lɛ amaniɛbɔɔ lɛ mli?"
I heard that an American pastor was deported from Rwanda. Can you tell me more about the incident?,Minu akɛ ashwie Amerika osɔfo ko kɛjɛ Rwanda. Ani obaanyɛ okɛɛ mi nɔ ni ba lɛ he saji babaoo?
I'm interested in learning about the challenges faced by girls in Ghanaian schools. Can you tell me more about the research conducted at Trabuom R/C JHS?,Miyɛ he miishɛɛ akɛ makase naagbai ni gbekɛbii yei kɛkpeɔ yɛ skul yɛ Ghana lɛ ahe nii. Ani obaanyɛ okɛɛ mi niiamlitaomɔ ni afee yɛ Trabuom R/C JHS lɛ he saji babaoo?
I came across a research article about the Ghanaian banking sector. Can you tell me more about the main goal of the study?,Mikɛ niiamlitaomɔ wolo ko ni kɔɔ shikatoohe nitsumɔ ni yɔɔ Ghana lɛ he lɛ kpe. Ani obaanyɛ okɛɛ mi oti titri ni ma nikasemɔ lɛ hiɛ lɛ he saji babaoo?
"What are some activities that can be detrimental to the health and well-being of individuals, especially in the context of sustainable livelihoods?","Mɛɛ nifeemɔi saa aŋkroaŋkroi ahewalɛ kɛ amɛshihilɛ he, titri lɛ yɛ shihilɛ ni yaa nɔ daa lɛ mli?"
I'm interested in learning more about diabetes in Ghana. What is the current state of diabetes prevalence in the country?,Miyɛ he miishɛɛ akɛ makase sikli hela he nii babaoo yɛ Ghana. Mɛni ji sikli hela ni egbɛ eshwa maŋ lɛ mli amrɔ nɛɛ?
"What happened on the third of September in the year twenty twenty-four, regarding Sony Middle East and Africa?",Mɛni ba yɛ September gbi ni ji nyɔŋmai enyɔ kɛ ejwɛ lɛ nɔ yɛ Sony Middle East kɛ Afrika he?
I'm interested in learning more about the benefits of mentoring in the workplace. Can you tell me about the positive effects of mentoring on employee development?,Miyɛ he miishɛɛ akɛ makase sɛɛnamɔi ni yɔɔ ŋaawoo ni akɛhaa yɛ nitsumɔhe lɛ he nii babaoo. Ani obaanyɛ okɛɛ mi hewalɛ kpakpa ni gbɛtsɔɔmɔ yɔɔ yɛ nitsulɔi atsɔsemɔ nɔ lɛ he sane?
"I heard there's a by-election happening in Ejisu today, the thirtieth of April in the year twenty twenty-four. What's the Electoral Commission's stance on this?","Ŋmɛnɛ, April 30th lɛ, minu akɛ abaafee oshikifɔɔ bibii nyɔŋmai enyɔ kɛ ejwɛ kɛ nyɔŋmai enyɔ kɛ ejwɛ yɛ Esso. Mɛni ji Oshikifɔɔ Kuu lɛ shidaamɔ yɛ enɛ he?"
I'm curious about the use of wastewater in agriculture in Ghana. Can you tell me more about it?,Miitao male kɛji akɛ akɛ nu fɔŋ tsuɔ nii yɛ okwaayeli mli yɛ Ghana. Ani obaanyɛ okɛɛ mi ehe saji babaoo?
I heard about a recent case of unlawful entry and stealing in Ghana. Can you tell me more about it?,Etsɛko tsɔ ni minu sane ko ni kɔɔ mɛi ni boteɔ maŋ lɛ mli yɛ gbɛ ni ejaaa nɔ kɛ juu he yɛ Ghana lɛ he. Ani obaanyɛ okɛɛ mi ehe saji babaoo?
What is the main concern of the new African bourgeoisie according to the research article?,"Taakɛ niiamlitaomɔ wolo lɛ tsɔɔ lɛ, mɛni ji sane titri ni kɔɔ Afrika maŋtsɛmɛi akuu hee lɛ he?"
I'm interested in learning more about the effects of marijuana use. Can you tell me about the risks associated with it?,Miyɛ he miishɛɛ akɛ makase nɔ ni wii ni akɛtsuɔ nii lɛ kɛbaa lɛ he nii babaoo. Ani obaanyɛ okɛɛ mi osharai ni yɔɔ mli lɛ?
What are the key elements that contribute to effective commercial property/facility maintenance management in Ghana?,Mɛni ji nibii titrii ni yeɔ ebuaa ni akwɛɔ jarayeli nibii/nitsumɔhei anɔ jogbaŋŋ yɛ Ghana?
I'm interested in learning more about the tourism industry in Ghana. Can you tell me about the factors that influence tourists' satisfaction with hotel services?,Miyɛ he miishɛɛ akɛ makase shisharamɔ nitsumɔ ni yɔɔ Ghana lɛ he nii babaoo. Ani obaanyɛ okɛɛ mi nibii ni saa bɔ ni shisharalɔi lɛ tsui nyɔɔ amɛmli yɛ hotɛl nitsumɔi ahe lɛ he?
I'm interested in learning about the National Health Insurance Scheme (NHIS) in Ghana. What was the primary goal of implementing this scheme?,Miyɛ he miishɛɛ akɛ male maŋ helatsamɔ he inshɔransi gbɛjianɔtoo (NHIS) ni yɔɔ Ghana lɛ he sane. Mɛni ji oti titri ni ma hiɛ ni akɛtsu gbɛjianɔtoo nɛɛ he nii?
What changes were made to the John F. Kennedy Center for the Performing Arts on the thirteenth of February in the year twenty twenty-five?,"February 13, 2009 Afii nyɔŋmai enyɔ kɛ enumɔ sɛɛ lɛ, mɛni etsake yɛ John F. Kennedy Nitsumɔhe ni Kwɛɔ Nibii Amli lɛ?"
"I've been reading about Corporate Social Responsibility (CSR) in Ghana, and I'm curious to know more about the current state of CSR engagement in the construction industry.","Mikaneɔ nitsumɔhe nine ni tsuɔ mɛi ahe nii (CSR) yɛ Ghana lɛ he nii, ni miitao male bɔ ni CSR kɛ ehe woɔ tsumaa nitsumɔ mli lɛ yɔɔ ha lɛ he saji babaoo."
I'm interested in learning more about grain legumes in cropping systems. Can you explain their importance?,Miyɛ he miishɛɛ akɛ makase ŋmaa ŋmãa ni yɔɔ ŋmɔshi nibii afeemɔ mli lɛ he nii babaoo. Ani obaanyɛ otsɔɔ bɔ ni amɛhe hiaa ha lɛ mli?
"What is the Ghana Tree Crop Diversification Project, and when is it scheduled to launch?","Mɛni ji Ghana Tsei Ahe Nibii Srɔtoi Ahe Nitsumɔ lɛ, ni mɛɛ be ato gbɛjianɔ akɛ abaaje shishi?"
"What are the main concerns regarding land availability for farming in Ghana, according to the research article?","Taakɛ niiamlitaomɔ wolo lɛ tsɔɔ lɛ, mɛni ji saji titrii ni kɔɔ shikpɔŋ ni yɔɔ kɛha okwaayeli yɛ Ghana lɛ he?"
I'm interested in learning more about the research on road conditions in Ghana. Can you tell me more about the types of vehicles considered in the study?,Miyɛ he miishɛɛ akɛ makase gbɛjegbɛi ahe nikasemɔ ni yaa nɔ yɛ Ghana lɛ he nii babaoo. Ani obaanyɛ okɛɛ mi tsɔnei srɔtoi ni atsĩ tã yɛ nikasemɔ lɛ mli lɛ ahe saji babaoo?
I heard about a severe storm that hit Avetakpo in the Volta Region. Can you tell me more about what happened?,Minu ahum ni tswa yɛ Avetakpo yɛ Volta kpokpaa lɛ nɔ lɛ he. Ani obaanyɛ okɛɛ mi nɔ ni ba lɛ he saji babaoo?
"I've been wondering, how often should I change my bed sheets? Is there a recommended frequency?",Mimiisusu he akɛ shii enyiɛ esa akɛ matsake mi saatso lɛ nɔ mamai lɛ? Ani be ko yɛ ni atsɔɔ akɛ afee shii abɔ?
I'm interested in learning more about family planning in Ghana. What were the main findings of the study on family planning among married couples in the Akwapim North District of Ghana?,"Miyɛ he miishɛɛ akɛ makase weku gbɛjianɔtoo he nii babaoo yɛ Ghana. Mɛni ji nibii titrii ni ana yɛ weku gbɛjianɔtoo he nikasemɔ ko ni afee yɛ gbalashihilɛ mli hefatalɔi ateŋ yɛ Akwapim North District, yɛ Ghana lɛ mli?"
I heard that the Economic Governance Platform has proposed some measures to improve Ghana's debt management. Can you tell me more about this?,Mi nu akɛ Shika Helɛtemɔ He Gbɛjianɔtoo lɛ etsɔɔ gbɛi komɛi ni abaatsɔ nɔ aha Ghana nyɔmɔwoo he gbɛjianɔtoo lɛ aya hiɛ. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
What was the outcome of the match between Legon Cities and Young Apostles in the Ghana Premier League?,Mɛni jɛ Ghana Premier League akaŋshii ni Legon City kɛ Young Apostles lɛ shwɛ lɛ mli ba?
Who thinks Omar Sterling's album 'Same Earth Different Worlds' is the most important this year?,Namɔ susuɔ akɛ Omar Sterling lala wolo ni ji ‘Shikpɔŋ kome Jeŋ Srɔtoi’ lɛ he hiaa waa yɛ afi nɛɛ mli?
I'm interested in learning about traffic flow theories. Can you tell me about the early developments in this field?,Miyɛ trafik ni hoɔ lɛ he susumɔi ahe miishɛɛ. Ani obaanyɛ okɛɛ mi nibii ni tee nɔ yɛ nɛkɛ nitsumɔ nɛɛ mli mra lɛ ahe sane?
What are some natural resources that can be used to facilitate Visual Art courses in Ghanaian Senior High Schools?,Mɛɛ adebɔɔ mli nibii yɔɔ ni baaha nibii ni anaa lɛ ahe nikasemɔ aya hiɛ yɛ Ghana sɛkɛndre skul wuji amli?
I read a news article about a Ghanaian miner winning a large sum of money on a betting platform. Can you tell me more about the story?,Mikane adafitswaa sane ko ni kɔɔ Ghananyo ko ni tsuɔ nii yɛ shika tsuru ŋmɔ mli ni eye shika babaoo yɛ shwɛmɔ he ko lɛ he. Ani obaanyɛ okɛɛ mi sane lɛ he saji babaoo?
I came across an article about AngloGold Ashanti's operations in Ghana. Can you tell me more about the company's core business and divisional distributions?,Mikɛ sane ko ni kɔɔ AngloGold Ashanti nitsumɔi ni yaa nɔ yɛ Ghana lɛ he lɛ kpe. Ani obaanyɛ okɛɛ mi nitsumɔhe lɛ nitsumɔ titri kɛ mlijaai lɛ ahe saji babaoo?
What is the current situation of Asante Kotoko in the Ghana Premier League?,Mɛni ji Asante Kotoko gbɛhe yɛ Ghana bɔɔlutswaa kuu lɛ mli?
What are the major factors that cause loan defaults in microfinance institutions?,Mɛni ji nibii titri ni kɛ shika ni akɛwoɔ shikatoohei bibii amli lɛ baa?
What is the current standard therapy for Buruli ulcer disease and what are the limitations of this treatment?,"Mɛni ji tsofafeemɔ ni akɛtsuɔ nii amrɔ nɛɛ kɛhaa bullous ulcer hela lɛ, ni mɛni ji husui ni yɔɔ tsofafeemɔ nɛɛ he?"
I heard that a European Parliament delegation recently visited Ghana. What was the purpose of their visit?,Minu akɛ najiaŋdamɔlɔi akuu ko ni jɛ Europa Ajinafoi Akuu lɛ mli lɛ basara Ghana nyɛsɛɛ nɛɛ. Mɛni ji yiŋtoo ni yɔɔ amɛsaramɔ lɛ sɛɛ?
I read that some churches in Ghana are helping households during the economic difficulties. Can you tell me more about this?,Mikane akɛ sɔlemɔi komɛi ni yɔɔ Ghana lɛ miiye amɛmiibua wekui yɛ shika he naagbai nɛɛ amli. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
"What was the announcement made by the Finance Minister, Ken Ofori-Atta, on the fourth of December in the year twenty twenty-two?","Mɛni ji afii nyɔŋmai enyɔ kɛ enyɔ adafitswaa ni Shika He Saji Ahe Nɔkwɛlɔ, Ken Ofori-Atta fee yɛ December gbi ni ji ejwɛ lɛ nɔ?"
I've heard that pesticides can be hazardous to the environment. Can you tell me more about organochlorine pesticides?,Minu akɛ tsofai ni gbeɔ kooloi lɛ baanyɛ afee oshara aha shihilɛ ni yɔɔ jɛmɛ lɛ. Ani obaanyɛ okɛɛ mi tsofai ni gbeɔ kooloi ni ji organochlorine lɛ ahe saji babaoo?
There's been a recent development with teacher unions in Ghana. Can you tell me more about it?,Nɔyaa ko eba nyɛsɛɛ nɛɛ kɛ tsɔɔlɔi akui ni yɔɔ Ghana lɛ. Ani obaanyɛ okɛɛ mi ehe saji babaoo?
What is the purpose of the Pan-African conference being held in Accra this November?,Mɛni ji yiŋtoo ni yɔɔ Pan African kpee ni afee yɛ Accra yɛ November mli lɛ sɛɛ?
What are the necessary steps for identifying and assaying pharmaceutical reference standards?,Mɛni ji gbɛi ni he hiaa ni atsɔɔ nɔ ayɔseɔ tsofai fɔji ahe mlai ni akɛtsuɔ nii lɛ ni akwɛ mli?
I heard about the passing of Mrs Dinah Reindorf. Can you tell me more about her?,Minu Awula Dinah Reindorf gbele lɛ he. Ani obaanyɛ okɛɛ mi ehe saji babaoo?
I heard the Ghana Police Service made some arrests recently. Can you tell me more about that?,Minu akɛ Ghana Polisifoi anitsumɔhe lɛ emɔmɔ mɛi komɛi nyɛsɛɛ nɛɛ. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
Can you explain the significance of the Error Sig. column in the provided table?,Ani obaanyɛ otsɔɔ bɔ ni tɔmɔ sig he hiaa ha lɛ mli. Kolum yɛ okpɔlɔ ni ajie lɛ kpo lɛ nɔ?
How does the character of Odenigbo change after the death of his mother in the novel?,Te Odenigbo subaŋ tsakeɔ yɛ enyɛ gbele sɛɛ yɛ wolo lɛ mli eha tɛŋŋ?
"What is digital transformation in the context of banking, according to Absa Bank Ghana?",Mɛni ji dijitaal tsakemɔ yɛ shikatoohe taakɛ Absa Bank Ghana tsɔɔ lɛ?
I've been reading about the historical-critical method in assessing the events and personality of Jesus. Can you tell me more about this method and how it's used?,Mikaneɔ gbɛ ni atsɔɔ nɔ akwɛɔ yinɔsane mli nibii ni tee nɔ lɛ kɛ Yesu subaŋ lɛ mli lɛ he sane. Ani obaanyɛ okɛɛ mi gbɛ nɛɛ kɛ bɔ ni akɛtsuɔ nii ahaa lɛ he saji babaoo?
I've heard that landscaping in schools can have a positive impact on students. Can you tell me more about this?,Minu akɛ shikpɔŋ nɔ nibii ni afeɔ yɛ skul lɛ náa skulbii anɔ hewalɛ kpakpa. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
I heard that a Circuit Court Judge in Ghana made a statement about bail. Can you tell me more about it?,Minu akɛ kpokpaa nɔ kojolɔ ko ni yɔɔ Ghana lɛ ewie nɔ ko yɛ hegbɛ ni mɔ yɔɔ akɛ ekɛ ehe woɔ tsuŋwoo mli lɛ he. Ani obaanyɛ okɛɛ mi ehe saji babaoo?
Can you explain the process of reverse transcription in HIV replication?,Ani obaanyɛ otsɔɔ bɔ ni afeɔ atsakeɔ niŋmaa yɛ HIV sɛɛkuu mli lɛ mli?
I heard about the recent polls for the NPP Presidential Primaries. Who is currently leading in the polls?,Mi nu NPP sɛinɔtalɔi akuu ni tee nɔ yɛ nyɛsɛɛ nɛɛ he. Namɔ nyiɛɔ oshikifɔɔ lɛ hiɛ amrɔ nɛɛ?
What did Sarkodie say about Shatta Wale in an interview that sparked controversy?,Mɛni Sarkodie kɛɛ yɛ Shatta Wale sanebimɔ ni teɔ shi woɔ ehe lɛ he?
I've been hearing about a strike by nurses in Ghana. What's the current status of the strike?,Mi nu akɛ helatsɛmɛi akwɛlɔi miikpa nitsumɔ yɛ Ghana. Mɛɛ be mli strike lɛ yɔɔ bianɛ?
"What happened in the Supreme Court on Tuesday, the sixth of May, regarding the petitions for the removal of Chief Justice Gertrude Torkornoo?","Mɛni ba yɛ Kojomɔ He Wulu Fe Fɛɛ lɛ yɛ Hɔgbaa, May 6, yɛ sane ni akɛba koni ajie Kojolɔ Onukpa Gertrude Torcorno kɛjɛ maŋtsɛyeli lɛ mli lɛ he?"
"I heard that John Mahama, the presidential candidate of the National Democratic Congress, extended an invitation to President Akufo-Addo for a presidential debate. Can you tell me more about this?","Mi nu akɛ mɔ ni miitao maŋ onukpa ni yɔɔ National Democratic Congress lɛ mli lɛ, John Mahama, efɔ maŋ onukpa Akufo-Addo nine kɛha maŋ onukpa he sanegbaa lɛ. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?"
I've been reading about the challenges faced by the construction industry in Ghana. Can you tell me more about why banks don't support contractors?,Mikane naagbai ni tsumaa nitsumɔ lɛ kɛkpeɔ yɛ Ghana lɛ he sane. Ani obaanyɛ okɛɛ mi nɔ hewɔ ni shikatoohei fioo ko pɛ fiɔ nitsumɔhe nine lɛ sɛɛ lɛ?
I'm interested in learning more about malaria research in Ghana. Can you tell me about the Roll Back Malaria Strategic Plan for Ghana?,Miyɛ he miishɛɛ akɛ makase atiridii he niiamlitaomɔ babaoo yɛ Ghana. Ani obaanyɛ okɛɛ mi Ghana Roll Back Malaria He Gbɛjianɔtoo lɛ he sane?
I heard that the Ghana Integrated Iron and Steel Development Corporation (GIISDEC) is calling on the diaspora to invest in Ghana's extractive sector. What motivated them to make this call?,Mi nu akɛ Ghana dade kɛ dade nitsumɔhe nine (GIISDEC) lɛ miitsɛ maŋsɛɛbii lɛ koni amɛkɛ amɛshika awo Ghana shika ni ajieɔ kɛjɛɔ shikpɔŋ lɛ nɔ lɛ mli. Mɛni tsirɛ amɛ ni amɛyatsɛ nɛkɛ?
What are the latest updates on the two thousand and twenty-five wattsASSCE First Series results?,Mɛni ji tsakemɔi heei ni eba yɛ 225WattsASSCE Klɛŋklɛŋ Series Hetooi lɛ ahe?
What is the main objective of the Ghana-EU Business Forum to be held on thirteenth and the fourteenth of June in the year twenty nineteen in Accra?,mii
I heard that the far right is gaining popularity in Germany. What's happening in the country's politics?,Minu akɛ ninejurɔgbɛbii ni yɔɔ shɔŋŋ lɛ miihe gbɛi waa yɛ Germany. What is happening in the country's politics?
Can you describe the trend analysis of return on assets (ROA) from two thousand and eight to two thousand and nineteen bitsased on the Ghanaian research article?,Ani obaanyɛ otsɔɔ bɔ ni nibii ni anáa lɛ ahe nyɔmɔwoo (ROA) lɛ yaa nɔ ehaa lɛ mli kɛjɛ akpei enyɔ kɛ kpaanyɔ kɛyashi akpei enyɔ kɛ nyɔŋma kɛ nɛɛhu mli yɛ Ghana niiamlitaomɔ wolo lɛ mli?
What is the significance of identifying a rate law in a reaction mechanism?,Mɛni ji sɛɛnamɔ ni yɔɔ srɔtofeemɔ ni yɔɔ rate mla mli yɛ reaction mechanism mli lɛ he?
"I'm interested in learning more about the different approaches to learning. Can you explain the main differences between the behaviourist, cognitive, humanist, and social/situational orientations?","Miyɛ he miishɛɛ akɛ makase gbɛi srɔtoi ni akɛkaseɔ nii lɛ ahe nii babaoo. Ani obaanyɛ otsɔɔ srɔtofeemɔi titri ni yɔɔ subaŋ, jwɛŋmɔŋ, gbɔmɔtsoŋ, kɛ gbɔmɛi ateŋ/shihilɛ mli nifeemɔi ateŋ lɛ mli?"
I read that the New Patriotic Party (NPP) has plans to support creatives in Ghana. What exactly are they proposing?,"Mikane akɛ, New Patriotic Party (NPP) lɛ eto gbɛjianɔ koni eye ebua mɛi ni feɔ nibii yɛ Ghana lɛ. Mɛni tuuntu osusuɔ he?"
"What is the main message that the Minister of Tourism, Culture and Creative Arts, Dzifa Abla Gomashie, conveyed to the governing board chairpersons of agencies under her Ministry?","Mɛni ji shɛɛ sane titri ni Shisharamɔ, Kusum kɛ Nitsumɔi Ahe Nɔkwɛlɔ, Dzifa Abla Gomashi kɛha nitsumɔhei ni yɔɔ esɔɔmɔ nitsumɔ lɛ shishi lɛ board sɛinɔtalɔi lɛ?"
